taxi_type,vendor_id,pickup_datetime,dropoff_datetime,store_and_fwd_flag,rate_code_id,pickup_location_id,dropoff_location_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,payment_type,pickup_day,pickup_hour,pickup_minute,pickup_second,pickup_date,dropoff_year,dropoff_month,dropoff_day,dropoff_hour,dropoff_minute,dropoff_second,dropoff_date,vendor_abbreviation,vendor_description,month_name_short,month_name_full,payment_type_description,rate_code_description,pickup_borough,pickup_zone,pickup_service_zone,dropoff_borough,dropoff_zone,dropoff_service_zone
yellow,1,2016-07-10T10:50:30.000+08:00,2016-07-10T11:02:20.000+08:00,N,1,233,113,,,,,1,1.7,10.0,0.0,0.5,0.0,0.0,0.3,10.8,2,10,10,50,30,2016-07-10,2016,7,10,11,2,20,2016-07-10,CMT,"Creative Mobile Technologies, LLC",Jul,July,Cash,Standard rate,Manhattan,UN/Turtle Bay South,Yellow Zone,Manhattan,Greenwich Village North,Yellow Zone
yellow,2,2016-07-10T10:50:29.000+08:00,2016-07-10T10:56:09.000+08:00,N,1,249,186,,,,,3,0.97,6.0,0.0,0.5,0.0,0.0,0.3,6.8,2,10,10,50,29,2016-07-10,2016,7,10,10,56,9,2016-07-10,VFI,VeriFone Inc.,Jul,July,Cash,Standard rate,Manhattan,West Village,Yellow Zone,Manhattan,Penn Station/Madison Sq West,Yellow Zone
yellow,2,2016-07-10T10:50:33.000+08:00,2016-07-10T10:59:40.000+08:00,N,1,113,158,,,,,1,1.18,7.5,0.0,0.5,1.66,0.0,0.3,9.96,1,10,10,50,33,2016-07-10,2016,7,10,10,59,40,2016-07-10,VFI,VeriFone Inc.,Jul,July,Credit card,Standard rate,Manhattan,Greenwich Village North,Yellow Zone,Manhattan,Meatpacking/West Village West,Yellow Zone
yellow,1,2016-07-10T10:50:45.000+08:00,2016-07-10T10:56:59.000+08:00,N,1,151,142,,,,,1,1.9,7.5,0.0,0.5,0.0,0.0,0.3,8.3,1,10,10,50,45,2016-07-10,2016,7,10,10,56,59,2016-07-10,CMT,"Creative Mobile Technologies, LLC",Jul,July,Credit card,Standard rate,Manhattan,Manhattan Valley,Yellow Zone,Manhattan,Lincoln Square East,Yellow Zone
yellow,2,2016-07-10T10:50:20.000+08:00,2016-07-10T11:08:35.000+08:00,N,1,236,186,,,,,5,3.56,15.5,0.0,0.5,3.26,0.0,0.3,19.56,1,10,10,50,20,2016-07-10,2016,7,10,11,8,35,2016-07-10,VFI,VeriFone Inc.,Jul,July,Credit card,Standard rate,Manhattan,Upper East Side North,Yellow Zone,Manhattan,Penn Station/Madison Sq West,Yellow Zone
yellow,1,2016-07-10T10:50:19.000+08:00,2016-07-10T10:55:14.000+08:00,N,1,264,264,,,,,1,1.0,5.5,0.0,0.5,0.0,0.0,0.3,6.3,2,10,10,50,19,2016-07-10,2016,7,10,10,55,14,2016-07-10,CMT,"Creative Mobile Technologies, LLC",Jul,July,Cash,Standard rate,Unknown,NV,N/A,Unknown,NV,N/A
yellow,2,2016-07-10T10:50:21.000+08:00,2016-07-10T11:09:35.000+08:00,N,1,138,236,,,,,1,8.73,25.5,0.0,0.5,9.55,5.54,0.3,41.39,1,10,10,50,21,2016-07-10,2016,7,10,11,9,35,2016-07-10,VFI,VeriFone Inc.,Jul,July,Credit card,Standard rate,Queens,LaGuardia Airport,Airports,Manhattan,Upper East Side North,Yellow Zone
yellow,1,2016-07-10T10:50:41.000+08:00,2016-07-10T10:57:01.000+08:00,N,1,68,100,,,,,1,1.0,6.5,0.0,0.5,1.45,0.0,0.3,8.75,1,10,10,50,41,2016-07-10,2016,7,10,10,57,1,2016-07-10,CMT,"Creative Mobile Technologies, LLC",Jul,July,Credit card,Standard rate,Manhattan,East Chelsea,Yellow Zone,Manhattan,Garment District,Yellow Zone
yellow,1,2016-07-10T10:50:35.000+08:00,2016-07-10T11:07:02.000+08:00,N,1,87,229,,,,,1,6.7,21.5,0.0,0.5,4.45,0.0,0.3,26.75,1,10,10,50,35,2016-07-10,2016,7,10,11,7,2,2016-07-10,CMT,"Creative Mobile Technologies, LLC",Jul,July,Credit card,Standard rate,Manhattan,Financial District North,Yellow Zone,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone
yellow,2,2016-07-10T10:50:39.000+08:00,2016-07-10T11:04:33.000+08:00,N,1,170,231,,,,,2,3.5,13.0,0.0,0.5,0.0,0.0,0.3,13.8,2,10,10,50,39,2016-07-10,2016,7,10,11,4,33,2016-07-10,VFI,VeriFone Inc.,Jul,July,Cash,Standard rate,Manhattan,Murray Hill,Yellow Zone,Manhattan,TriBeCa/Civic Center,Yellow Zone
yellow,2,2016-07-10T10:50:28.000+08:00,2016-07-10T10:56:26.000+08:00,N,1,233,140,,,,,2,1.21,6.5,0.0,0.5,0.0,0.0,0.3,7.3,1,10,10,50,28,2016-07-10,2016,7,10,10,56,26,2016-07-10,VFI,VeriFone Inc.,Jul,July,Credit card,Standard rate,Manhattan,UN/Turtle Bay South,Yellow Zone,Manhattan,Lenox Hill East,Yellow Zone
yellow,2,2016-07-10T10:50:34.000+08:00,2016-07-10T11:09:03.000+08:00,N,1,138,93,,,,,1,4.05,16.5,0.0,0.5,4.32,0.0,0.3,21.62,1,10,10,50,34,2016-07-10,2016,7,10,11,9,3,2016-07-10,VFI,VeriFone Inc.,Jul,July,Credit card,Standard rate,Queens,LaGuardia Airport,Airports,Queens,Flushing Meadows-Corona Park,Boro Zone
yellow,1,2016-07-10T10:50:26.000+08:00,2016-07-10T10:53:20.000+08:00,N,1,238,239,,,,,2,0.7,4.5,0.0,0.5,0.0,0.0,0.3,5.3,2,10,10,50,26,2016-07-10,2016,7,10,10,53,20,2016-07-10,CMT,"Creative Mobile Technologies, LLC",Jul,July,Cash,Standard rate,Manhattan,Upper West Side North,Yellow Zone,Manhattan,Upper West Side South,Yellow Zone
yellow,1,2016-07-10T10:50:21.000+08:00,2016-07-10T11:23:09.000+08:00,N,1,138,164,,,,,1,9.6,32.0,0.0,0.5,9.58,5.54,0.3,47.92,1,10,10,50,21,2016-07-10,2016,7,10,11,23,9,2016-07-10,CMT,"Creative Mobile Technologies, LLC",Jul,July,Credit card,Standard rate,Queens,LaGuardia Airport,Airports,Manhattan,Midtown South,Yellow Zone
yellow,1,2016-07-10T10:50:28.000+08:00,2016-07-10T11:08:52.000+08:00,N,1,143,145,,,,,1,4.1,16.0,0.0,0.5,0.0,0.0,0.3,16.8,2,10,10,50,28,2016-07-10,2016,7,10,11,8,52,2016-07-10,CMT,"Creative Mobile Technologies, LLC",Jul,July,Cash,Standard rate,Manhattan,Lincoln Square West,Yellow Zone,Queens,Long Island City/Hunters Point,Boro Zone
yellow,2,2016-07-10T10:50:23.000+08:00,2016-07-10T10:58:31.000+08:00,N,1,161,43,,,,,1,2.21,9.0,0.0,0.5,1.96,0.0,0.3,11.76,1,10,10,50,23,2016-07-10,2016,7,10,10,58,31,2016-07-10,VFI,VeriFone Inc.,Jul,July,Credit card,Standard rate,Manhattan,Midtown Center,Yellow Zone,Manhattan,Central Park,Yellow Zone
yellow,1,2016-07-10T10:50:45.000+08:00,2016-07-10T10:58:07.000+08:00,N,1,186,233,,,,,3,1.3,7.0,0.0,0.5,0.0,0.0,0.3,7.8,2,10,10,50,45,2016-07-10,2016,7,10,10,58,7,2016-07-10,CMT,"Creative Mobile Technologies, LLC",Jul,July,Cash,Standard rate,Manhattan,Penn Station/Madison Sq West,Yellow Zone,Manhattan,UN/Turtle Bay South,Yellow Zone
yellow,2,2016-07-10T10:50:31.000+08:00,2016-07-10T10:59:29.000+08:00,N,1,161,50,,,,,1,1.4,8.0,0.0,0.5,0.0,0.0,0.3,8.8,1,10,10,50,31,2016-07-10,2016,7,10,10,59,29,2016-07-10,VFI,VeriFone Inc.,Jul,July,Credit card,Standard rate,Manhattan,Midtown Center,Yellow Zone,Manhattan,Clinton West,Yellow Zone
yellow,2,2016-07-10T10:50:35.000+08:00,2016-07-10T10:57:09.000+08:00,N,1,140,142,,,,,1,1.47,7.0,0.0,0.5,1.0,0.0,0.3,8.8,1,10,10,50,35,2016-07-10,2016,7,10,10,57,9,2016-07-10,VFI,VeriFone Inc.,Jul,July,Credit card,Standard rate,Manhattan,Lenox Hill East,Yellow Zone,Manhattan,Lincoln Square East,Yellow Zone
yellow,2,2016-07-10T10:50:19.000+08:00,2016-07-10T11:08:54.000+08:00,N,1,226,261,,,,,1,7.44,23.0,0.0,0.5,4.76,0.0,0.3,28.56,1,10,10,50,19,2016-07-10,2016,7,10,11,8,54,2016-07-10,VFI,VeriFone Inc.,Jul,July,Credit card,Standard rate,Queens,Sunnyside,Boro Zone,Manhattan,World Trade Center,Yellow Zone
yellow,2,2016-07-10T10:50:37.000+08:00,2016-07-10T11:06:09.000+08:00,N,1,161,48,,,,,6,1.98,11.5,0.0,0.5,3.08,0.0,0.3,15.38,1,10,10,50,37,2016-07-10,2016,7,10,11,6,9,2016-07-10,VFI,VeriFone Inc.,Jul,July,Credit card,Standard rate,Manhattan,Midtown Center,Yellow Zone,Manhattan,Clinton East,Yellow Zone
yellow,2,2016-07-10T10:50:23.000+08:00,2016-07-10T10:59:29.000+08:00,N,1,170,186,,,,,1,1.05,7.5,0.0,0.5,0.0,0.0,0.3,8.3,2,10,10,50,23,2016-07-10,2016,7,10,10,59,29,2016-07-10,VFI,VeriFone Inc.,Jul,July,Cash,Standard rate,Manhattan,Murray Hill,Yellow Zone,Manhattan,Penn Station/Madison Sq West,Yellow Zone
yellow,2,2016-07-10T10:50:35.000+08:00,2016-07-10T11:07:37.000+08:00,N,1,75,48,,,,,1,3.97,15.0,0.0,0.5,3.16,0.0,0.3,18.96,1,10,10,50,35,2016-07-10,2016,7,10,11,7,37,2016-07-10,VFI,VeriFone Inc.,Jul,July,Credit card,Standard rate,Manhattan,East Harlem South,Boro Zone,Manhattan,Clinton East,Yellow Zone
yellow,2,2016-07-10T10:50:33.000+08:00,2016-07-10T10:58:32.000+08:00,N,1,231,45,,,,,1,0.84,6.5,0.0,0.5,1.46,0.0,0.3,8.76,1,10,10,50,33,2016-07-10,2016,7,10,10,58,32,2016-07-10,VFI,VeriFone Inc.,Jul,July,Credit card,Standard rate,Manhattan,TriBeCa/Civic Center,Yellow Zone,Manhattan,Chinatown,Yellow Zone
yellow,1,2016-07-10T06:56:05.000+08:00,2016-07-10T06:59:53.000+08:00,N,1,263,236,,,,,1,0.5,4.5,1.0,0.5,2.7,0.0,0.3,9.0,1,10,6,56,5,2016-07-10,2016,7,10,6,59,53,2016-07-10,CMT,"Creative Mobile Technologies, LLC",Jul,July,Credit card,Standard rate,Manhattan,Yorkville West,Yellow Zone,Manhattan,Upper East Side North,Yellow Zone
yellow,1,2016-07-10T10:50:33.000+08:00,2016-07-10T10:54:00.000+08:00,N,1,90,186,,,,,1,0.7,4.5,0.0,0.5,0.0,0.0,0.3,5.3,2,10,10,50,33,2016-07-10,2016,7,10,10,54,0,2016-07-10,CMT,"Creative Mobile Technologies, LLC",Jul,July,Cash,Standard rate,Manhattan,Flatiron,Yellow Zone,Manhattan,Penn Station/Madison Sq West,Yellow Zone
yellow,2,2016-07-10T10:50:34.000+08:00,2016-07-10T11:17:51.000+08:00,N,1,234,14,,,,,1,12.88,36.5,0.0,0.5,7.46,0.0,0.3,44.76,1,10,10,50,34,2016-07-10,2016,7,10,11,17,51,2016-07-10,VFI,VeriFone Inc.,Jul,July,Credit card,Standard rate,Manhattan,Union Sq,Yellow Zone,Brooklyn,Bay Ridge,Boro Zone
yellow,1,2016-07-10T10:50:19.000+08:00,2016-07-10T10:55:38.000+08:00,N,1,161,142,,,,,1,0.9,6.0,0.0,0.5,1.0,0.0,0.3,7.8,1,10,10,50,19,2016-07-10,2016,7,10,10,55,38,2016-07-10,CMT,"Creative Mobile Technologies, LLC",Jul,July,Credit card,Standard rate,Manhattan,Midtown Center,Yellow Zone,Manhattan,Lincoln Square East,Yellow Zone
yellow,2,2016-07-10T10:50:20.000+08:00,2016-07-10T11:19:48.000+08:00,N,1,138,114,,,,,1,13.13,38.5,0.0,0.5,0.0,5.54,0.3,44.84,2,10,10,50,20,2016-07-10,2016,7,10,11,19,48,2016-07-10,VFI,VeriFone Inc.,Jul,July,Cash,Standard rate,Queens,LaGuardia Airport,Airports,Manhattan,Greenwich Village South,Yellow Zone
yellow,2,2016-07-10T10:50:31.000+08:00,2016-07-10T11:01:01.000+08:00,N,1,224,186,,,,,3,1.93,9.5,0.0,0.5,0.0,0.0,0.3,10.3,2,10,10,50,31,2016-07-10,2016,7,10,11,1,1,2016-07-10,VFI,VeriFone Inc.,Jul,July,Cash,Standard rate,Manhattan,Stuy Town/Peter Cooper Village,Yellow Zone,Manhattan,Penn Station/Madison Sq West,Yellow Zone
yellow,1,2016-07-10T10:50:43.000+08:00,2016-07-10T11:19:37.000+08:00,N,1,138,230,,,,,1,11.2,35.0,0.0,0.5,6.0,5.54,0.3,47.34,1,10,10,50,43,2016-07-10,2016,7,10,11,19,37,2016-07-10,CMT,"Creative Mobile Technologies, LLC",Jul,July,Credit card,Standard rate,Queens,LaGuardia Airport,Airports,Manhattan,Times Sq/Theatre District,Yellow Zone
yellow,2,2016-07-10T10:50:25.000+08:00,2016-07-10T10:57:59.000+08:00,N,1,229,43,,,,,1,1.72,7.5,0.0,0.5,1.66,0.0,0.3,9.96,1,10,10,50,25,2016-07-10,2016,7,10,10,57,59,2016-07-10,VFI,VeriFone Inc.,Jul,July,Credit card,Standard rate,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,Manhattan,Central Park,Yellow Zone
yellow,2,2016-07-10T10:50:25.000+08:00,2016-07-10T10:57:18.000+08:00,N,1,249,161,,,,,3,2.13,8.0,0.0,0.5,2.2,0.0,0.3,11.0,1,10,10,50,25,2016-07-10,2016,7,10,10,57,18,2016-07-10,VFI,VeriFone Inc.,Jul,July,Credit card,Standard rate,Manhattan,West Village,Yellow Zone,Manhattan,Midtown Center,Yellow Zone
yellow,1,2016-07-10T10:50:41.000+08:00,2016-07-10T10:58:53.000+08:00,N,1,79,234,,,,,1,1.3,8.0,0.0,0.5,1.75,0.0,0.3,10.55,1,10,10,50,41,2016-07-10,2016,7,10,10,58,53,2016-07-10,CMT,"Creative Mobile Technologies, LLC",Jul,July,Credit card,Standard rate,Manhattan,East Village,Yellow Zone,Manhattan,Union Sq,Yellow Zone
